0	 0.034378	0.505762	0.517268	-0.023029
1	 0.044993	0.482615	0.498631	 0.018754
2	 0.036855	0.487371	0.486916	 0.025714
3	 0.003004	0.516453	0.495395	-0.011847
4	-0.019000	0.511998	0.514568	-0.026566
5	-0.014438	0.502659	0.494883	 0.002458
6	-0.012334	0.531021	0.508802	-0.039822
7	 0.029593	0.475011	0.490556	 0.034433
8	 0.037087	0.488041	0.487861	 0.024098
9	 0.020483	0.493913	0.477587	 0.028500
10	-0.024621	0.502740	0.529490	-0.032230
11	-0.037496	0.509014	0.520634	-0.029647
12	-0.020723	0.524584	0.498157	-0.022741
13	 0.018791	0.476610	0.472701	 0.050689
14	 0.007616	0.507746	0.478918	 0.013336
15	-0.016896	0.498795	0.514518	-0.013313
16	-0.028095	0.505815	0.505373	-0.011188
17	-0.028106	0.461558	0.541042	-0.002600
18	-0.025518	0.512308	0.473108	 0.014583
19	-0.037513	0.498265	0.477815	 0.023920
20	-0.073428	0.526342	0.509181	-0.035523
21	-0.073820	0.498831	0.503923	-0.002754
22	-0.071458	0.501754	0.512292	-0.014046
23	-0.055050	0.503096	0.481420	 0.015484
24	-0.054126	0.510156	0.536425	-0.046581
25	-0.006621	0.498816	0.503922	-0.002739
26	 0.043623	0.475897	0.474385	 0.049718
27	 0.044148	0.524029	0.493120	-0.017149
28	 0.061823	0.510621	0.495857	-0.006478
29	 0.085976	0.464047	0.509902	 0.026051
30	 0.084079	0.477339	0.487271	 0.035390
31	 0.046792	0.516794	0.508079	-0.024873
32	 0.034378	0.505762	0.517268	-0.023029
